MINE CODE;MINE NAME;MINE OWNER;POSTAL ADDRESS;TELEPHONE & FAX NUMBER;MAGISTERIAL DISTRICT;PROVINCE;ENTITY & MINING TYPE;COMMODITY;FARM NAMES;;;
12990;GANSBAAI GRAVEL MINE                                                          ; SIZISA UKHANYO TRADING (PTY) LTD                                             ; PO BOX 569 GANSBAAI   7220                                                                                                                                             ;(028) 384-1200       (028) 384-1457 ;HERMANUS;WESTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";ERF 210  EXTENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;;;
14375;GAUTRAIN TUNNELS PROJECT                                                      ; BOMBELA                                                                      ; PO BOX 1177 KELVIN   2054                                                                                                                                              ;083 646 6557         (011) 997 8005 ;JOHANNESBURG;GAUTENG;MINE                                                    UNDERGROUND                                                                                                                                           ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";CITY OF JOHANNESBURG 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;;;
15379;GCG CRUSHERS CC                                                               ; GCG CRUSHERS CC                                                              ; PO BOX 1086 SCHWEIZER-RENEKE   2780                                                                                                                                    ;(053) 963 1081       087 231 7021   ;LICHTENBURG;NORTH-WEST;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";ELANDSFONTEIN 34 IP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;;;
15363;GERT TACK STAAL EN KONSTRUKSIE CC                                             ; GERT TACK                                                                    ; PO BOX 537 REITZ   9810                                                                                                                                                ;(058) 863 2057       (058) 863 2032 ;REITZ;FREE STATE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";MOOIBRON 1374                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;;;
15457;GESINA CORNELIA COETZER                                                       ; GESINA CORNELIA COETZER                                                      ; PO BOX 1 DIBENG   2463                                                                                                                                                 ;076 834 6797                        ;KURUMAN;NORTHERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;AGGREGATE                                         ;GALWAY 431                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;;;
13653;GLEN CRAIG QUARRY                                                             ; AMATOLA INDUSTRIES CC                                                        ; PO BOX 2032 GRAHAMSTOWN   6140                                                                                                                                         ;(046) 637 9911       (046) 637 9911 ;ALBANY;EASTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";TEMPE (GLEN GRAIG) 240  9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;;;
15621;GLEN LOSSI MINE                                                               ; ATLANTIC SANDS PTY LTD                                                       ; PO BOX 1744 DURBANVILLE   7551                                                                                                                                         ;(021) 975 6968       086 683 6177   ;MALMESBURY;WESTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";WELGEGUND 1173                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;;;
15136;GLENDORE SAND - ROVER QUARRY                                                  ; GLENDORE SAND AND STONE (PTY) LTD                                            ; PO BOX 5780 WALMER   6065                                                                                                                                              ;(041) 366 1917       (041) 366 1193 ;PORT ELIZABETH;EASTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";SCHOENMAKERSKOP 0  REM ERF118                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;;;
15116;GOMES SAND CC                                                                 ; BUNDU MINING (PTY) LTD                                                       ; PO BOX 31159 KYALAMI   1684                                                                                                                                            ;(012) 669 9931       (012) 669 9938 ;PRETORIA;GAUTENG;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";DOORNRANDJE 0  15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;;;
14691;GONUBIE MINE                                                                  ; VADUBA INVESTMENTS CC                                                        ; PO BOX 78 GONUBIE   5256                                                                                                                                               ;(043) 732 1464       (043) 732 1021 ;EAST LONDON;EASTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";FARM 800  1 & 3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;;;
14877;GOODHOPE                                                                      ; EL VAN AS                                                                    ; PO BOX 6268 MOSELVILLE   6232                                                                                                                                          ;(041) 992 1319       (041) 992 4025 ;UITENHAGE;EASTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";KRUISRIVIER 337  22                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;;;
14957;GR FAMILY INVESTMENTS CC                                                      ; THULAMANI MOODLEY                                                            ; PO BOX 3689 STANGER   4450                                                                                                                                             ;(032) 486 1123       (032) 486 1128 ;LOWER TUGELA;KWA-ZULU NATAL;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";NEW GUELDERLAND 1404 FU 35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;;;
13474;GRASSVALLEY CRUSHERS                                                          ; LISBON CRUSHERS - KHUMO BATHONG HOLDINGS                                     ; PO BOX 1606 POTGIETERSRUS   0600                                                                                                                                       ;(015) 491 5866       (015) 491 5866 ;POTGIETERSRUS;LIMPOPO;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";GRASVALLY 293 KR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;;;
15817;GREAT CORMORANT INVESTMENTS (PTY) LTD T/A GCISAND                             ; C BASSON                                                                     ; PO BOX 272 MELKBOSSTRAND WESTERN CAPE  7437                                                                                                                            ;(021) 552 5886                      ;MALMESBURY;WESTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";DROOGE VALLEY 456  OF PTN 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;;;
15038;GREAT CORMORANT INVESTMENTS 113                                               ; GREAT CORMORANT INVESTMENTS 113 (PTY) LTD                                    ; PO BOX 272 MELKBOSSTRAND   7437                                                                                                                                        ;(021) 552 5886       (021) 552 5835 ;MALMESBURY;WESTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";FARM 457  5 OF 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;;;
15559;GREAT KAROO CRUSHING                                                          ; SANRAL                                                                       ; PRIVATE BAG X3 DURBANVILLE   7551                                                                                                                                      ;(021) 976 1110       (021) 976 2079 ;EAST LONDON;EASTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";GRANTHAM 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;;;
15558;GREAT KAROO CRUSHING - MOUNT COKE QUARRY                                      ; NALIHLE RESOURCES                                                            ; PRIVATE BAG X3 DURBANVILLE   7551                                                                                                                                      ;(021) 976 1110       (021) 976 2079 ;ZWELITSHA;EASTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";ERF 3134  PTN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;;;
13088;GROOTBERG SAND EN GRUIS                                                       ; JF KIRSTEN                                                                   ; PO BOX 115 DARLING   7345                                                                                                                                              ;(022) 492 2997       (022( 492 2996 ;MALMESBURY;WESTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"VIERFONTEIN 553  3; GROOTBERG 1199  1; SLANG KOP 552  1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ";;;
14771;GUMTREA                                                                       ; PDW VOIGT  - SCRIBANTE CONSTRUCTION                                          ; PO BOX 2179 NORTH END PORT ELIZABETH  6056                                                                                                                             ;(041) 484 7211       (041) 484 6231 ;UITENHAGE;EASTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"GUMTREA 0; KRUISRIVIER 337  1 & 8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ";;;
12826;HAMMERS QUARRY                                                                ; SCRIBANTE CONSTRUCTION (PTY) LTD                                             ; PO BOX 32102 KYALAMI   1684                                                                                                                                            ;(011) 466 9232       (011) 466 9233 ;LOWER UMFOLOZI;KWA-ZULU NATAL;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";MSONGENI ERF 14044  PTN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;;;
10264;HARTENBOS QUARRY                                                              ; TRANSAND (PTY) LTD                                                           ; PO BOX 396 MOSSEL BAY   6500                                                                                                                                           ;(044) 695 0105       (044) 695 1243 ;MOSSEL BAY;WESTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"HARTENBOSCH 217; KLEINGELUK 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";;;
15270;HEBA VERGRUISERS BK                                                           ; HEBA VERGRUISERS BK & HJS STONE                                              ; PO BOX 225 SPRINGBOK   8240                                                                                                                                            ;072 696 6017         086 216 9510   ;NAMAKWALAND;NORTHERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";MESKLIP 259  PTN OF 14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;;;
14919;HENQUE 4052 CC T/A PIKA MINING                                                ; PIKA MINING                                                                  ; PO BOX 22689 EXTON ROAD BLOEMFONTEIN  9313                                                                                                                             ;079 220 9970         086 413 0104   ;BLOEMFONTEIN;FREE STATE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL; CLAY BRICKMAKING                                                                                                                                                                                                                                                                                                                                                                                                                         ";RIETFONTEIN 107  5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;;;
14835;HERSCHEL SANDSTONE MINE                                                       ; HERSCHEL SANDSTONE MINE                                                      ; PO BOX 54 HERSCHEL   9762                                                                                                                                              ;073 298 5531                        ;EAST LONDON;EASTERN CAPE;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";TUGELA 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;;;
10911;HIGHVELD CRUSHERS                                                             ; P BOER (EDMS) BPK & HIGHVELD KLIPBREKERS (EDMS) BPK                          ; PO BOX 19 STANDERTON   2430                                                                                                                                            ;(017) 712 1381                      ;STANDERTON;MPUMALANGA;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"RIVERLOO 0; VERBLYDEN 387 IS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ";;;
15650;HIGHVELD QUARRY                                                               ; RAMKHUM (PTY) LTD                                                            ; 54 PRINSBERG AVENUE SEEKOEIWATER WITBANK  1035                                                                                                                         ;087 809 0057                        ;BETHAL;MPUMALANGA;MINE                                                    OPENCAST                                                                                                                                              ;"AGGREGATE; SAND NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"ROODEPOORT 40 IS 33 10; RIETSPRUIT 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ";;;
